Listagem de Filmes Brasileiros e Estrangeiros Lançados - 2009 a 2019;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Salas no Lançamento;Máximo de Salas Ocupadas;Público acumulado;Renda (R$) acumulada
2011;Gnomeu e Julieta;E1500419800000;Animação;Estados Unidos, Reino Unido;Estrangeira;04/03/2011;Imagem;Distribuição Nacional;264;264;1.127.519;13.723.529,91
2011;Gosto de sangue;E1600244400000;Ficção;Estados Unidos;Estrangeira;30/09/2011;F.J. Vídeo;Distribuição Nacional;1;1;257;571
2011;Guerra dos sexos;E1600211500000;Ficção;Itália;Estrangeira;02/12/2011;Paris;Distribuição Nacional;7;7;5.029;62.432,50
2011;Gêmeos - mórbida semelhança;E1600217600000;Ficção;Canadá, Estados Unidos;Estrangeira;13/08/2011;F.J. Vídeo;Distribuição Nacional;1;1;194;418
2011;Happy feet 2;E1500589800000;Animação;Estados Unidos;Estrangeira;25/11/2011;Warner;Distribuição Internacional;365;365;746.398;8.051.623,00
2011;Harry Potter e as relíquias da morte – Parte 2;E1500193700000;Ficção;Estados Unidos;Estrangeira;15/07/2011;Warner;Distribuição Internacional;951;951;5.578.408;57.161.800,00
2011;Hiroshima;E1600213700000;Ficção;Uruguai;Estrangeira;15/10/2011;Lume Produções Cinematográficas;Distribuição Nacional;2;2;534;3.207,50
2011;Homens e deuses;E1500674500000;Ficção;França;Estrangeira;15/04/2011;Imovision;Distribuição Nacional;11;11;63.899;664.011,75
2011;Hop;E1402603700000;Animação;Estados Unidos;Estrangeira;22/04/2011;Universal;Distribuição Internacional;330;330;341.194;2.943.634,00
2011;Hubble 3D;E1500881800000;Documentário;Canadá;Estrangeira;26/08/2011;Espaço Itaú de Cinema;Distribuição Nacional;1;2;12.235;238.856,91
2011;Ilusões óticas;E1500614300000;Ficção;Chile;Estrangeira;05/08/2011;Tucumán;Distribuição Nacional;3;3;1.172;12.561,15
2011;Imortais;E1500419300000;Ficção;Estados Unidos;Estrangeira;30/12/2011;Imagem;Distribuição Nacional;499;501;2.239.658;27.634.759,70
2011;Incontrolável;E1500205000000;Ficção;Estados Unidos;Estrangeira;07/01/2011;Fox;Distribuição Internacional;238;238;513.925;4.776.410,42
2011;Incêndios;E1600590500000;Ficção;Canadá;Estrangeira;25/02/2011;Imovision;Distribuição Nacional;7;7;56.180;608.644,36
2011;Inquietos;E1600216900000;Ficção;Estados Unidos;Estrangeira;25/11/2011;Sony;Distribuição Internacional;15;15;33.610;374.600,11
2011;Invasão do Mundo: batalha de Los Angeles;E1600135300000;Ficção;Estados Unidos;Estrangeira;18/03/2011;Sony;Distribuição Internacional;288;288;769.357;7.049.477,31
2011;Inverno da alma;E1600638000000;Ficção;Estados Unidos;Estrangeira;29/01/2011;Califórnia;Distribuição Nacional;15;15;48.689;479.409,18
2011;Isto não é um filme;E1600216400000;Documentário;Irã;Estrangeira;02/12/2011;Imovision;Distribuição Nacional;1;1;1.234;11.647,76
2011;Jogo de poder;E1600583000000;Ficção;Estados Unidos;Estrangeira;18/03/2011;Paris;Distribuição Nacional;74;74;92.966;1.038.484,57
2011;Justin Bieber: never say never;E1402595300000;Documentário;Estados Unidos;Estrangeira;25/02/2011;Paramount;Distribuição Internacional;297;297;447.957;5.040.271,00
2011;Kung Fu Panda 2;E1600593500000;Animação;Estados Unidos;Estrangeira;10/06/2011;Paramount;Distribuição Internacional;718;851;3.033.896;31.295.006,00
2011;Lanterna verde;E1600414200000;Ficção;Estados Unidos;Estrangeira;19/08/2011;Warner;Distribuição Internacional;354;356;1.427.285;17.213.493,00
2011;Larry Crowne - O amor está de volta;E1600219200000;Ficção;Estados Unidos;Estrangeira;09/09/2011;Paris;Distribuição Nacional;188;189;396.906;4.240.665,20
2011;Late Bloomers – O amor não tem fim;E1500882100000;Ficção;Bélgica, França, Reino Unido;Estrangeira;11/11/2011;Serendip;Distribuição Nacional;25;25;45.969;495.114,70
2011;Lola (2011);E1600203400000;Ficção;França;Estrangeira;22/07/2011;Lume Produções Cinematográficas;Distribuição Nacional;8;11;11.294;106.631,23
2011;Loup - uma amizade para sempre;E1600203500000;Ficção;França;Estrangeira;22/07/2011;Playarte;Distribuição Nacional;6;24;7.367;68.955,10
2011;Mamute;E1600607100000;Ficção;França;Estrangeira;05/08/2011;Imovision;Distribuição Nacional;5;5;17.488;174.270,04
2011;Manda-Chuva O filme;E1600217800000;Animação;Argentina, México;Estrangeira;16/09/2011;Playarte;Distribuição Nacional;277;277;220.567;2.235.626,42
2011;Margin Call – O dia antes do fim;E1600214200000;Ficção;Estados Unidos;Estrangeira;09/12/2011;Paris;Distribuição Nacional;6;7;25.045;321.910,34
2011;Medianeras: Buenos Aires da era do amor virtual;E1600218400000;Ficção;Alemanha, Argentina, Espanha;Estrangeira;02/09/2011;Imovision;Distribuição Nacional;9;12;83.798;933.940,03
2011;Meia-noite em Paris;E1600219100000;Ficção;Espanha, Estados Unidos;Estrangeira;17/06/2011;Paris;Distribuição Nacional;127;127;1.164.523;13.207.863,81
2011;Melancolia;E1402417400000;Ficção;Alemanha, Dinamarca, França, Suécia;Estrangeira;05/08/2011;Califórnia;Distribuição Nacional;32;33;152.123;1.583.910,15
2011;Minhas tardes com Margueritte;E1600134400000;Ficção;França;Estrangeira;27/05/2011;Imovision;Distribuição Nacional;6;6;80.511;859.261,81
2011;Missão madrinha de casamento;E1402378100000;Ficção;Estados Unidos;Estrangeira;23/09/2011;Universal;Distribuição Internacional;158;158;131.571;1.284.926,00
2011;Missão: Impossível - Protocolo Fantasma;E1402327800000;Ficção;Estados Unidos;Estrangeira;21/12/2011;Paramount;Distribuição Internacional;605;648;2.530.077;24.467.772,00
2011;Namorados para sempre;E1600221800000;Ficção;Estados Unidos;Estrangeira;10/06/2011;Paris;Distribuição Nacional;63;67;106.457;1.110.163,78
2011;Nana Caymmi em Rio Sonata;E1600240000000;Documentário;Suíça;Estrangeira;22/04/2011;Imovision;Distribuição Nacional;6;8;4.262;32.746,85
2011;Noite de ano novo;E1600210900000;Ficção;Estados Unidos;Estrangeira;09/12/2011;Warner;Distribuição Internacional;164;175;411.602;4.127.360,00
2011;Não me abandone jamais;E1600247800000;Ficção;Estados Unidos, Reino Unido;Estrangeira;19/03/2011;Fox;Distribuição Internacional;7;7;13.376;120.483,10
2011;Não sei como ela consegue;E1500424000000;Ficção;Estados Unidos;Estrangeira;26/11/2011;Imagem;Distribuição Nacional;99;99;179.872;1.845.130,44
2011;Não tenha medo do escuro;E1600202100000;Ficção;Austrália, Estados Unidos, México;Estrangeira;14/10/2011;Vinny Filmes;Distribuição Nacional;111;111;109.147;1.011.695,08
2011;O amor chega tarde;E1600606700000;Ficção;Alemanha;Estrangeira;22/04/2011;Esfera Produções;Distribuição Nacional;3;3;18.064;192.288,43
2011;O casamento do meu ex;E1600220200000;Ficção;Estados Unidos;Estrangeira;29/07/2011;Paris;Distribuição Nacional;11;11;20.344;208.001,25
2011;O dia em que eu não nasci;E1600219400000;Ficção;Alemanha, Argentina;Estrangeira;30/09/2011;Serendip;Distribuição Nacional;3;3;16.511;178.348,30
2011;O discurso do rei;E1600010100000;Ficção;Austrália, Estados Unidos, Reino Unido;Estrangeira;11/02/2011;Paris;Distribuição Nacional;162;162;1.104.322;11.348.042,94
2011;O garoto da bicicleta;E1500668900000;Ficção;Bélgica, França, Itália;Estrangeira;18/11/2011;Imovision;Distribuição Nacional;18;20;106.330;1.132.997,55
2011;O gringo;E1500882500000;Documentário;Brasil, Sérvia;Estrangeira;10/06/2011;Pipa Produções;Distribuição Nacional;9;9;1.218;9.676,00
2011;O guarda;E1600214300000;Ficção;Irlanda;Estrangeira;11/11/2011;Sony;Distribuição Internacional;4;4;5.296;54.338,91
2011;O homem ao lado;E1600221400000;Ficção;Argentina;Estrangeira;20/05/2011;Imovision;Distribuição Nacional;6;12;36.882;428.190,66
2011;O mistério da rua 7;E1600636600000;Ficção;Estados Unidos;Estrangeira;11/03/2011;Playarte;Distribuição Nacional;23;23;30.209;290.793,27
2011;O mágico;E1500882900000;Animação;França, Reino Unido;Estrangeira;14/01/2011;Playarte;Distribuição Nacional;12;12;25.758;237.534,02
2011;O noivo da minha melhor amiga;E1402704300000;Ficção;Estados Unidos;Estrangeira;13/05/2011;Playarte;Distribuição Nacional;186;186;324.624;3.023.929,92
2011;O planeta dos macacos: a origem;E1600202500000;Ficção;Estados Unidos;Estrangeira;26/08/2011;Fox;Distribuição Internacional;551;551;2.484.531;23.670.825,05
2011;O poder e a lei;E1500421500000;Ficção;Estados Unidos;Estrangeira;27/05/2011;Imagem;Distribuição Nacional;59;59;79.757;855.042,50
2011;O preço do amanhã;E1500229100000;Ficção;Estados Unidos;Estrangeira;04/11/2011;Fox;Distribuição Internacional;126;126;424.880;4.104.542,38
2011;O primeiro que disse;E1600608100000;Ficção;Itália;Estrangeira;01/01/2011;Imovision;Distribuição Nacional;5;8;39.011;419.562,07
2011;O retorno de Johnny English;E1402714000000;Ficção;Estados Unidos, França, Reino Unido;Estrangeira;28/10/2011;Universal;Distribuição Internacional;191;191;439.228;4.074.532,00
2011;O retrato de Dorian Gray;E1600563700000;Ficção;Reino Unido;Estrangeira;25/03/2011;Europa;Distribuição Nacional;28;28;58.046;564.888,61
2011;O ritual;E1402853400000;Ficção;Estados Unidos;Estrangeira;11/02/2011;Warner;Distribuição Internacional;150;152;720.890;6.448.231,00
2011;O sequestro de um herói;E1600619600000;Ficção;França;Estrangeira;18/03/2011;Serendip;Distribuição Nacional;12;12;7.450;73.549,70
2011;O turista;E1500073000000;Ficção;Estados Unidos;Estrangeira;21/01/2011;Sony;Distribuição Internacional;267;267;1.794.210;16.599.104,63
2011;O vencedor;E1500427000000;Ficção;Estados Unidos;Estrangeira;04/02/2011;Imagem;Distribuição Nacional;124;124;173.878;1.710.470,27
2011;O zelador animal;E1402632000000;Ficção;Estados Unidos;Estrangeira;07/10/2011;Sony;Distribuição Internacional;232;232;1.146.710;10.110.633,26
2011;O último dançarino de Mao;E1600042700000;Ficção;Austrália;Estrangeira;09/12/2011;Califórnia;Distribuição Nacional;7;12;63.033;581.590,30
2011;Operação presente;E1500717800000;Animação;Estados Unidos, Reino Unido;Estrangeira;02/12/2011;Sony;Distribuição Internacional;243;243;489.913;5.250.837,15
2011;Os agentes do destino;E1402612600000;Ficção;Estados Unidos;Estrangeira;13/05/2011;Universal;Distribuição Internacional;93;93;194.031;2.066.614,00
2011;Os especialistas;E1500423900000;Ficção;Austrália, Estados Unidos;Estrangeira;02/12/2011;Imagem;Distribuição Nacional;157;157;367.714;3.600.283,30
2011;Os muppets;E1600213100000;Ficção;Estados Unidos;Estrangeira;02/12/2011;Disney;Distribuição Internacional;ND;276;245.715;1.983.418,79
2011;Os nomes do amor;E1500651400000;Ficção;França;Estrangeira;02/12/2011;Vinny Filmes;Distribuição Nacional;20;22;28.720;293.328,29
2011;Os pinguins do papai;E1600203600000;Ficção;Estados Unidos;Estrangeira;01/07/2011;Fox;Distribuição Internacional;257;267;2.073.526;36.342.746,03
2011;Os smurfs;E1600202900000;Animação;Estados Unidos;Estrangeira;05/08/2011;Sony;Distribuição Internacional;562;575;5.097.245;52.157.432,74
2011;Os três mosqueteiros;E1600216800000;Ficção;Alemanha, França, Reino Unido;Estrangeira;12/10/2011;Playarte;Distribuição Nacional;449;613;1.350.364;16.446.724,88
2011;Outubro;E1600218800000;Ficção;Peru;Estrangeira;22/07/2011;Filmes da Mostra;Distribuição Nacional;2;2;3.099;31.643,25
2011;Padre;E1600132600000;Ficção;Estados Unidos;Estrangeira;13/05/2011;Sony;Distribuição Internacional;277;277;635.862;7.386.372,80
2011;Para Poucos;E1600197700000;Ficção;França;Estrangeira;09/12/2011;Imovision;Distribuição Nacional;1;2;3.984;36.500,20
2011;Passe livre;E1402768100000;Ficção;Estados Unidos;Estrangeira;11/03/2011;Warner;Distribuição Internacional;151;151;226.808;2.069.809,00
2011;Passione;E1500881500000;Documentário;Estados Unidos, Itália;Estrangeira;18/11/2011;Paris;Distribuição Nacional;2;4;1.396;12.308,00
2011;Piratas do Caribe: navegando em águas misteriosas;E1500545800000;Ficção;Estados Unidos;Estrangeira;20/05/2011;Disney;Distribuição Internacional;767;767;4.445.040;49.099.468,92
2011;Poema de Salvação;E1600211700000;Ficção;Argentina;Estrangeira;30/09/2011;Canzión filmes;Distribuição Nacional;ND;ND;ND;ND
2011;Poesia;E1402373900000;Ficção;Coréia do Sul;Estrangeira;25/02/2011;Imovision;Distribuição Nacional;3;6;19.408;196.789,62
2011;Potiche: Esposa troféu;E1600220500000;Ficção;França;Estrangeira;23/06/2011;Imovision;Distribuição Nacional;23;37;108.689;1.170.776,15
2011;Premonição 5;E1600218000000;Ficção;Canadá, Estados Unidos, Hong Kong;Estrangeira;23/09/2011;Warner;Distribuição Internacional;303;310;877.736;10.672.258,00
2011;Professora sem classe;E1600219000000;Ficção;Estados Unidos;Estrangeira;19/08/2011;Sony;Distribuição Internacional;183;184;720.766;6.771.197,02
2011;Pronta para amar;E1500426000000;Ficção;Estados Unidos;Estrangeira;16/09/2011;Imagem;Distribuição Nacional;60;60;78.211;796.807,20
2011;Pronto para recomeçar;E1600218600000;Ficção;Estados Unidos;Estrangeira;11/11/2011;Playarte;Distribuição Nacional;15;15;14.514;155.835,87
2011;Pânico 4;E1500415700000;Ficção;Estados Unidos;Estrangeira;15/04/2011;Imagem;Distribuição Nacional;301;301;852.856;7.763.908,13
2011;Qual seu número?;E1600214000000;Ficção;Estados Unidos;Estrangeira;14/10/2011;Fox;Distribuição Internacional;72;77;135.348;1.313.180,74
2011;Que mais posso querer;E1600222000000;Ficção;Itália, Suíça;Estrangeira;08/04/2011;Petrini;Distribuição Nacional;5;5;10.296;93.147,80
2011;Quero matar meu chefe;E1500192100000;Ficção;Estados Unidos;Estrangeira;05/08/2011;Warner;Distribuição Internacional;110;110;437.731;4.590.028,00
2011;Rango;E1402517800000;Animação;Estados Unidos;Estrangeira;09/03/2011;Paramount;Distribuição Internacional;336;348;1.021.074;8.193.146,00
2011;Redenção;E1500423700000;Ficção;Estados Unidos;Estrangeira;16/12/2011;Imagem;Distribuição Nacional;20;20;10.209;117.448,50
2011;Reencontrando a felicidade;E1600221700000;Ficção;Estados Unidos;Estrangeira;06/05/2011;Paris;Distribuição Nacional;50;50;51.559;558.216,60
2011;Reféns;E1500423100000;Ficção;Estados Unidos;Estrangeira;11/11/2011;Imagem;Distribuição Nacional;198;198;349.879;3.528.414,34
2011;Reino dos Felinos;E1600221100000;Documentário;Estados Unidos;Estrangeira;26/08/2011;Disney;Distribuição Internacional;28;28;11.760;87.180,50
2011;Restrepo;E1600619900000;Documentário;Estados Unidos;Estrangeira;11/03/2011;Europa;Distribuição Nacional;10;10;3.800;34.771,50
2011;Ricky;E1600246800000;Ficção;França;Estrangeira;01/04/2011;Califórnia;Distribuição Nacional;1;2;6.458;58.217,88
2011;Rio;E1600221900000;Animação;Estados Unidos;Estrangeira;08/04/2011;Fox;Distribuição Internacional;1.016;1.016;6.065.545;66.020.659,41
2011;Românticos Anônimos;E1600601600000;Ficção;França;Estrangeira;23/12/2011;Imovision;Distribuição Nacional;10;12;56.373;585.199,72
2011;Roubo nas Alturas;E1402608200000;Ficção;Estados Unidos;Estrangeira;16/12/2011;Universal;Distribuição Internacional;304;304;476.633;4.521.703,00
2011;Santa paciência;E1500427300000;Ficção;Reino Unido;Estrangeira;20/05/2011;Imagem;Distribuição Nacional;16;16;24.661;272.961,73
2011;Santuário;E1600621700000;Ficção;Estados Unidos;Estrangeira;04/02/2011;Paris;Distribuição Nacional;410;410;670.102;8.886.841,77
2011;Saturno em oposição;E1600621800000;Ficção;Itália;Estrangeira;10/06/2011;Petrini;Distribuição Nacional;8;11;14.626;117.283,34
2011;Se beber, não case! 2;E1600219900000;Ficção;Estados Unidos;Estrangeira;27/05/2011;Warner;Distribuição Internacional;327;327;2.841.000;27.151.036,00
2011;Se não nós, quem?;E1600212500000;Ficção;Alemanha;Estrangeira;11/11/2011;Imovision;Distribuição Nacional;6;6;5.994;61.494,38
2011;Sem Limites;E1500419900000;Ficção;Estados Unidos;Estrangeira;25/03/2011;Imagem;Distribuição Nacional;122;122;296.397;3.082.199,12
2011;Sem saída;E1600244800000;Ficção;Estados Unidos;Estrangeira;23/09/2011;Paris;Distribuição Nacional;359;359;1.176.016;10.824.540,50
2011;Sexo sem Compromisso;E1600133700000;Ficção;Estados Unidos;Estrangeira;18/03/2011;Paramount;Distribuição Internacional;144;144;569.655;5.557.845,00
2011;Singularidades de uma rapariga loira;E1600135000000;Ficção;Portugal;Estrangeira;13/05/2011;Filmes da Mostra;Distribuição Nacional;2;2;17.465;178.192,61
2011;Sobrenatural;E1500397200000;Ficção;Estados Unidos;Estrangeira;22/04/2011;Playarte;Distribuição Nacional;98;107;172.067;1.600.454,53
2011;Splice – A nova espécie;E1500883000000;Ficção;Canadá, Estados Unidos, França;Estrangeira;04/02/2011;Califórnia;Distribuição Nacional;30;30;8.769;73.724,20
2011;Submarino;E1600627400000;Ficção;Dinamarca;Estrangeira;02/09/2011;Lume Produções Cinematográficas;Distribuição Nacional;3;6;4.595;37.861,13
2011;Sucker Punch - mundo surreal;E1600135700000;Ficção;Canadá, Estados Unidos;Estrangeira;25/03/2011;Warner;Distribuição Internacional;183;183;198.829;1.789.772,00
2011;Sunshine Cleaning;E1600627600000;Ficção;Estados Unidos;Estrangeira;31/12/2010;Europa;Distribuição Nacional;9;9;8.926;92.260,27
2011;Super 8;E1402565600000;Ficção;Estados Unidos;Estrangeira;12/08/2011;Paramount;Distribuição Internacional;273;273;450.824;4.435.481,00
2011;Tarde demais;E1600212900000;Ficção;Canadá, Estados Unidos;Estrangeira;04/11/2011;Activity filmes;Distribuição Nacional;6;6;2.070;16.135,79
2011;Terror na água 3D;E1500285000000;Ficção;Estados Unidos;Estrangeira;04/11/2011;Disney;Distribuição Internacional;372;372;180.341;2.385.595,78
2011;Thor;E1600221000000;Ficção;Estados Unidos;Estrangeira;29/04/2011;Paramount;Distribuição Internacional;562;562;2.581.538;28.933.349,00
2011;Tio Boonmee, que pode recordar suas vidas passadas;E1402771300000;Ficção;Alemanha, Espanha, França, Holanda, Reino Unido, Tailândia;Estrangeira;21/01/2011;Filmes da Mostra;Distribuição Nacional;6;6;20.805;199.343,50
2011;Trabalho interno;E1600592000000;Documentário;Estados Unidos;Estrangeira;18/02/2011;Sony;Distribuição Internacional;4;6;17.900;180.128,12
2011;Transformers: o lado oculto da lua;E1402344100000;Ficção;Estados Unidos;Estrangeira;02/07/2011;Paramount;Distribuição Internacional;655;655;3.134.578;35.796.388,00
2011;Triângulo amoroso;E1600213900000;Ficção;Alemanha;Estrangeira;09/12/2011;Lume Produções Cinematográficas;Distribuição Nacional;5;7;21.042;163.121,90
2011;Tudo ficará bem;E1600203300000;Ficção;Dinamarca, França, Suécia;Estrangeira;12/08/2011;Lume Produções Cinematográficas;Distribuição Nacional;3;5;1.797;14.541,50
2011;Tudo pelo poder;E1600212100000;Ficção;Estados Unidos;Estrangeira;23/12/2011;Califórnia;Distribuição Nacional;94;94;194.957;2.316.815,60
2011;Turnê;E1600635200000;Ficção;França;Estrangeira;08/04/2011;Imovision;Distribuição Nacional;7;8;11.641;121.337,67
2011;U2 3D;E1600245300000;Documentário;Estados Unidos;Estrangeira;25/03/2011;Mobz;Distribuição Nacional;103;103;32.172;623.273,68
2011;Ultimate Tahiti Wave;E1600202200000;Documentário;Estados Unidos;Estrangeira;21/10/2011;Cinemark Brasil;Distribuição Nacional;40;40;8.777;137.148,00
2011;Um conto chinês;E1500575400000;Ficção;Argentina, Espanha;Estrangeira;02/09/2011;Paris;Distribuição Nacional;17;17;264.524;3.195.218,98
2011;Um dia;E1500121400000;Ficção;Estados Unidos;Estrangeira;02/12/2011;Universal;Distribuição Internacional;41;43;138.026;1.622.028,00
2011;Um gato em Paris;E1600218100000;Animação;França;Estrangeira;21/10/2011;Bonfilm;Distribuição Nacional;25;25;8.625;85.925,33
2011;Um lugar qualquer;E1402603900000;Ficção;Estados Unidos;Estrangeira;28/01/2011;Universal;Distribuição Internacional;15;15;61.673;671.939,00
2011;Um novo despertar;E1600246500000;Ficção;Emirados Árabes Unidos, Estados Unidos;Estrangeira;27/05/2011;Paris;Distribuição Nacional;47;47;49.499;505.237,03
2011;Um sonho de amor;E1600221600000;Ficção;Itália;Estrangeira;19/08/2011;Paris;Distribuição Nacional;11;11;36.531;391.446,88
2011;Uma doce mentira;E1600201900000;Ficção;França;Estrangeira;09/09/2011;Vinny Filmes;Distribuição Nacional;14;14;43.847;434.771,31
2011;Uma Incrível Aventura;E1600202300000;Ficção;África do Sul, Reino Unido, Ruanda;Estrangeira;16/12/2011;Playarte;Distribuição Nacional;6;6;1.463;14.793,04
2011;Uma manhã gloriosa;E1600246900000;Ficção;Estados Unidos;Estrangeira;01/04/2011;Paramount;Distribuição Internacional;82;82;140.476;1.529.972,00
2011;Vejo você no próximo verão;E1600592400000;Ficção;Estados Unidos;Estrangeira;22/07/2011;Imovision;Distribuição Nacional;10;11;20.152;223.625,70
2011;Velozes e furiosos 5;E1402488200000;Ficção;Estados Unidos;Estrangeira;06/05/2011;Universal;Distribuição Internacional;521;521;3.612.670;33.424.339,00
2011;Vovó...Zona 3: Tal pai, tal filho;E1600247900000;Ficção;Estados Unidos;Estrangeira;05/03/2011;Fox;Distribuição Internacional;121;124;602.224;5.112.625,17
2011;Vênus negra;E1600220100000;Ficção;França;Estrangeira;17/06/2011;Imovision;Distribuição Nacional;3;25;6.873;63.259,40
2011;Winnie the Pooh;E1600203200000;Animação;Estados Unidos;Estrangeira;08/07/2011;Disney;Distribuição Internacional;104;104;108.450;818.150,29
2011;Winter, o golfinho;E1500589700000;Ficção;Estados Unidos;Estrangeira;14/10/2011;Warner;Distribuição Internacional;210;211;275.104;3.091.891,00
2011;X-Men: first class;E1600638200000;Ficção;Estados Unidos;Estrangeira;04/06/2011;Fox;Distribuição Internacional;553;602;2.692.328;24.256.528,34
2011;Zé Colméia - o filme;E1600500900000;Animação;Estados Unidos, Nova Zelândia;Estrangeira;22/01/2011;Warner;Distribuição Internacional;311;324;1.450.720;13.110.147,00
2011;Água para elefantes;E1402439500000;Ficção;Estados Unidos;Estrangeira;29/04/2011;Fox;Distribuição Internacional;130;130;212.937;2.103.750,85
2012;31 minutos – O filme;B1201568300000;Ficção;Brasil;Brasileira;03/08/2012;H2O Films/RioFilme;Distribuição Nacional;129;129;59.052;428.958,47
2012;5 x Pacificação;B1201617100000;Documentário;Brasil;Brasileira;16/11/2012;H2O Films/RioFilme;Distribuição Nacional;16;16;6.296;40.665,50
2012;A Música segundo Tom Jobim;B1101537900000;Documentário;Brasil;Brasileira;20/01/2012;Sony;Distribuição Internacional;21;21;74.901;863.590,25
2012;A Novela das Oito;B1201572300000;Ficção;Brasil;Brasileira;30/03/2012;Universal;Distribuição Internacional;21;21;5.147;50.074,00
2012;Antônio Conselheiro – O taumaturgo dos sertões;B1101510400000;Ficção;Brasil;Brasileira;10/08/2012;VPC Cinemavídeo;Distribuição Nacional;6;6;1.856;14.074,50
2012;Argus Montenegro e a Instabilidade do Tempo Forte;B1201569200000;Documentário;Brasil;Brasileira;20/04/2012;Okna Produções;Distribuição Nacional;2;2;447;2.207,00
2012;As Aventuras de Agamenon, o Repórter;B1101519200000;Ficção;Brasil;Brasileira;06/01/2012;Downtown/Paris/RioFilme;Distribuição Nacional;244;244;937.980;9.335.915,91
2012;Astro – Uma fábula urbana em um Rio de Janeiro mágico;B1201670700000;Ficção;Brasil, Espanha;Brasileira;02/11/2012;Elo Company;Distribuição Nacional;7;7;681;8.576,42
2012;Até que a Sorte nos Separe;B1201657700000;Ficção;Brasil;Brasileira;05/10/2012;Downtown/Paris/RioFilme;Distribuição Nacional;417;425;3.417.510;34.712.891,76
2012;Billi Pig;B1101537800000;Ficção;Brasil;Brasileira;02/03/2012;Imagem;Distribuição Nacional;211;211;257.664;2.483.318,24
2012;Boca;B1201623700000;Ficção;Brasil;Brasileira;28/09/2012;Vinny Filmes;Distribuição Nacional;26;26;11.959;125.472,38
2012;Brichos II - A floresta é nossa;B1201627800000;Animação;Brasil;Brasileira;21/12/2012;Signopus;Distribuição Nacional;21;26;16.593;134.098,41
2012;Cara ou coroa;B1201586300000;Ficção;Brasil;Brasileira;07/09/2012;Espaço Filmes;Distribuição Nacional;12;14;7.719;83.655,05
2012;Circular;B1101504000000;Ficção;Brasil;Brasileira;12/10/2012;Grafo Audiovisual;Distribuição Nacional;3;4;2.068;17.365,10
2012;Clementina de Jesus - Rainha Quelé;B1201641300000;Documentário;Brasil;Brasileira;15/11/2012;Werinton Kermes;Distribuição Nacional;ND;ND;ND;ND
2012;Cocoricó conta clássicos;B1201663500000;Ficção;Brasil;Brasileira;12/10/2012;Mobz;Distribuição Nacional;13;13;2.770;34.233,47
2012;Constantino;B1201564400000;Documentário;Brasil;Brasileira;10/08/2012;Outros Filmes Produções;Distribuição Nacional;1;1;472;2.933,50
2012;Construção;B1201613900000;Documentário;Brasil;Brasileira;23/11/2012;Espaço Filmes;Distribuição Nacional;3;6;909;10.547,19
2012;Contos Gauchescos;B1201676700000;Ficção;Brasil;Brasileira;02/11/2012;Empresa Cinematográfica Pampeana;Distribuição Nacional;4;6;970;8.524,81
2012;Coração do samba;B1101524900000;Documentário;Brasil;Brasileira;10/02/2012;Kinofilmes Produções;Distribuição Nacional;1;1;291;3.233,00
2012;Corações Sujos;B1101420100000;Ficção;Brasil;Brasileira;17/08/2012;Downtown;Distribuição Nacional;35;35;42.297;452.177,72
2012;Curitiba Zero Grau;B1201630700000;Ficção;Brasil;Brasileira;17/08/2012;Tigre Produções Cinematográficas;Distribuição Nacional;8;8;19.674;47.125,51
2012;De pernas pro ar 2;B1201676800000;Ficção;Brasil;Brasileira;28/12/2012;Downtown/Paris/RioFilme;Distribuição Nacional;718;718;4.846.273;50.312.134,36
2012;Dia de Preto;B1201541400000;Ficção;Brasil;Brasileira;23/11/2012;Maxie Demian;Distribuição Nacional;6;6;283;2.015,00
2012;Dino Cazzola - Uma Filmografia de Brasília;B1201686700000;Documentário;Brasil;Brasileira;30/11/2012;Terra Firme;Distribuição Nacional;3;3;548;5.776,00
2012;Disparos;B1201652600000;Ficção;Brasil;Brasileira;23/11/2012;H2O Films;Distribuição Nacional;16;16;5.255;49.491,55
2012;Dois coelhos;B1101535300000;Ficção;Brasil;Brasileira;20/01/2012;Imagem;Distribuição Nacional;235;236;336.460;3.315.434,89
2012;E a Vida Continua;B1201586400000;Ficção;Brasil;Brasileira;14/09/2012;Paris;Distribuição Nacional;139;139;370.842;3.880.872,74
2012;E Aí, Comeu?;B1201586000000;Ficção;Brasil;Brasileira;22/06/2012;Downtown/Paris/RioFilme;Distribuição Nacional;514;514;2.578.599;26.078.324,43
2012;Era uma vez eu, Verônica;B1201642000000;Ficção;Brasil;Brasileira;15/11/2012;Imovision;Distribuição Nacional;6;13;20.956;212.485,09
2012;Espia só;B1201682400000;Documentário;Brasil;Brasileira;09/11/2012;Ciclorama Filmes;Distribuição Nacional;4;4;322;1.692,00
2012;Eu Receberia as Piores Notícias dos seus Lindos Lábios;B1101528200000;Ficção;Brasil;Brasileira;20/04/2012;Sony/RioFilme;Codistribuição Internacional-Nacional;32;32;47.366;538.578,75
2012;Expedicionários;B1201564700000;Documentário;Brasil;Brasileira;21/09/2012;Outros Filmes Produções;Distribuição Nacional;1;2;104;546,5
